Step Size,L2,Cloud,Wasserstein,Procrustes
1,398.7265182887561,2445.438709320607,14.004240990950224,0.023360076463065673
5,546.5514627007379,1286.4797547781218,3.1654501714061722,0.228203193464999
10,865.6767276996608,1185.3587508275566,3.3179190141035533,0.8754634052305856
20,2894.145975332981,2921.81333976092,3.8739019921437428,4.515674667931229
50,2535.183385920481,3167.9531498641136,2.2520420771448943,1.933387735084287
